,station_id,num_bikes_available,num_ebikes_available,num_bikes_disabled,num_docks_available,num_docks_disabled,is_installed,is_renting,is_returning,timestamp
0,107,15,0,0,4,0,True,True,True,2020-03-10 20:37:25+00:00
1,190,8,0,1,28,0,True,True,True,2020-03-10 20:38:10+00:00
2,3,5,0,0,10,0,True,True,True,2020-03-10 20:22:59+00:00
3,4,7,0,0,12,0,True,True,True,2020-03-10 20:37:00+00:00
4,5,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00
5,6,13,0,0,2,0,True,True,True,2020-03-10 20:17:44+00:00
6,7,15,0,0,0,0,True,True,True,2020-03-10 20:19:39+00:00
7,8,0,0,0,19,0,True,True,True,2020-03-10 20:32:25+00:00
8,9,1,0,0,14,0,True,True,True,2020-03-10 20:12:06+00:00
9,10,6,0,2,3,0,True,True,True,2020-03-10 20:21:44+00:00
10,11,1,0,0,14,0,True,True,True,2020-03-10 20:37:24+00:00
11,12,12,0,0,6,0,True,True,True,2020-03-10 20:35:13+00:00
12,13,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00
13,14,11,0,0,14,0,True,True,True,2020-03-10 20:37:35+00:00
14,15,11,0,2,2,0,True,True,True,2020-03-10 20:19:26+00:00
15,16,11,0,0,8,0,True,True,True,2020-03-10 20:32:25+00:00
16,17,0,0,0,15,0,True,True,True,2020-03-10 19:35:08+00:00
17,19,2,0,1,12,0,True,True,True,2020-03-10 20:33:11+00:00
18,20,17,0,0,6,0,True,True,True,2020-03-10 20:29:23+00:00
19,21,17,0,0,1,0,True,True,True,2020-03-10 20:36:24+00:00
20,22,35,0,0,12,0,True,True,True,2020-03-10 20:38:03+00:00
21,23,14,0,1,6,0,True,True,True,2020-03-10 20:36:07+00:00
22,24,12,0,1,6,0,True,True,True,2020-03-10 20:33:12+00:00
23,25,5,0,1,9,0,True,True,True,2020-03-10 20:26:38+00:00
24,26,9,0,1,5,0,True,True,True,2020-03-10 20:30:56+00:00
25,27,2,0,0,21,0,True,True,True,2020-03-10 20:37:23+00:00
26,29,2,0,0,13,0,True,True,True,2020-03-10 20:04:25+00:00
27,30,0,0,0,15,0,True,True,True,2020-03-10 20:09:23+00:00
28,31,15,0,0,4,0,True,True,True,2020-03-10 20:31:24+00:00
29,32,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00
30,33,7,0,0,20,0,True,True,True,2020-03-10 20:34:59+00:00
31,35,0,0,0,3,0,False,False,False,2019-11-18 21:05:37+00:00
32,36,31,0,1,1,0,True,True,True,2020-03-10 20:38:05+00:00
33,37,10,0,0,5,0,True,True,True,2020-03-10 20:24:22+00:00
34,39,10,0,1,12,0,True,True,True,2020-03-10 20:29:25+00:00
35,40,4,0,0,15,0,True,True,True,2020-03-10 20:36:21+00:00
36,41,9,0,2,16,0,True,True,True,2020-03-10 20:33:45+00:00
37,42,13,0,2,8,0,True,True,True,2020-03-10 20:25:09+00:00
38,43,8,0,0,7,0,True,True,True,2020-03-10 20:22:38+00:00
39,44,23,0,0,0,0,True,True,True,2020-03-10 19:43:34+00:00
40,46,13,0,0,6,0,True,True,True,2020-03-10 20:34:59+00:00
41,47,9,0,0,10,0,True,True,True,2020-03-10 20:22:02+00:00
42,48,0,0,0,3,0,False,False,False,2020-03-04 17:50:43+00:00
43,49,16,0,0,2,0,True,True,True,2020-03-10 20:37:40+00:00
44,50,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00
45,51,7,0,0,8,0,True,True,True,2020-03-10 20:01:19+00:00
46,52,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00
47,53,0,0,0,3,0,False,False,False,2020-03-04 20:56:41+00:00
48,54,12,0,0,3,0,True,True,True,2020-03-10 20:33:24+00:00
49,55,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00
50,56,0,0,0,18,0,True,True,True,2020-03-10 20:01:17+00:00
51,57,1,0,0,13,0,True,True,True,2020-03-10 20:23:17+00:00
52,58,9,0,1,9,0,True,True,True,2020-03-10 20:22:38+00:00
53,59,11,0,1,7,0,True,True,True,2020-03-10 20:17:52+00:00
54,60,14,0,0,5,0,True,True,True,2020-03-10 20:36:31+00:00
55,61,0,0,0,3,0,False,False,False,2020-03-04 20:12:26+00:00
56,63,14,0,1,0,0,True,True,True,2020-03-10 17:04:56+00:00
57,64,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00
58,65,3,0,1,19,0,True,True,True,2020-03-10 19:44:43+00:00
59,66,10,0,0,5,0,True,True,True,2020-03-10 20:08:35+00:00
60,67,6,0,0,21,0,True,True,True,2020-03-10 20:36:11+00:00
61,68,4,0,0,15,0,True,True,True,2020-03-10 20:32:50+00:00
62,69,4,0,1,14,0,True,True,True,2020-03-10 20:38:05+00:00
63,70,15,0,1,7,0,True,True,True,2020-03-10 20:38:08+00:00
64,71,7,0,1,15,0,True,True,True,2020-03-10 20:12:26+00:00
65,72,18,0,1,4,0,True,True,True,2020-03-10 20:36:37+00:00
66,73,11,0,0,4,0,True,True,True,2020-03-10 20:33:59+00:00
67,74,6,0,1,12,0,True,True,True,2020-03-10 20:29:26+00:00
68,75,3,0,2,10,0,True,True,True,2020-03-10 20:26:28+00:00
69,76,3,0,0,14,0,True,True,True,2020-03-10 20:28:27+00:00
70,77,5,0,0,10,0,True,True,True,2020-03-10 20:08:30+00:00
71,78,6,0,0,13,0,True,True,True,2020-03-10 20:27:35+00:00
72,79,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00
73,80,12,0,0,23,0,True,True,True,2020-03-10 20:33:32+00:00
74,81,13,0,2,4,0,True,True,True,2020-03-10 20:34:22+00:00
75,82,12,0,0,3,0,True,True,True,2020-03-10 20:36:36+00:00
76,84,8,0,0,7,0,True,True,True,2020-03-10 20:18:49+00:00
77,85,16,0,0,3,0,True,True,True,2020-03-10 20:30:17+00:00
78,86,12,0,0,7,0,True,True,True,2020-03-10 20:14:18+00:00
79,87,3,0,0,12,0,True,True,True,2020-03-10 20:18:45+00:00
80,89,5,0,0,14,0,True,True,True,2020-03-10 20:34:24+00:00
81,90,7,0,1,11,0,True,True,True,2020-03-10 20:34:48+00:00
82,91,0,0,0,19,0,True,True,True,2020-03-10 20:36:44+00:00
83,92,6,0,0,13,0,True,True,True,2020-03-10 20:21:10+00:00
84,93,11,0,0,4,0,True,True,True,2020-03-10 19:45:30+00:00
85,94,8,0,0,3,0,True,True,True,2020-03-10 20:37:35+00:00
86,95,2,0,0,13,0,True,True,True,2020-03-10 20:13:09+00:00
87,96,2,0,1,16,0,True,True,True,2020-03-10 20:27:10+00:00
88,97,0,0,1,18,0,True,True,True,2020-03-10 20:13:52+00:00
89,98,5,0,0,18,0,True,True,True,2020-03-10 20:37:25+00:00
90,99,1,0,0,14,0,True,True,True,2020-03-10 20:21:49+00:00
91,100,5,0,0,20,0,True,True,True,2020-03-10 20:19:36+00:00
92,101,4,0,0,11,0,True,True,True,2020-03-10 20:25:43+00:00
93,102,11,0,0,4,0,True,True,True,2020-03-10 20:37:52+00:00
94,103,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00
95,104,7,0,2,10,0,True,True,True,2020-03-10 20:27:26+00:00
96,105,4,0,0,15,0,True,True,True,2020-03-10 20:33:44+00:00
97,106,0,0,0,3,0,False,False,False,2019-11-19 16:56:13+00:00
98,108,1,0,1,15,0,True,True,True,2020-03-10 20:30:11+00:00
99,109,3,0,1,31,0,True,True,True,2020-03-10 20:27:01+00:00
100,110,7,0,0,8,0,True,True,True,2020-03-10 20:36:08+00:00
101,111,4,0,1,10,0,True,True,True,2020-03-10 19:28:31+00:00
102,112,7,0,0,8,0,False,False,False,2020-03-10 15:33:10+00:00
103,113,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00
104,114,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00
105,115,12,0,0,7,0,True,True,True,2020-03-10 20:36:03+00:00
106,116,11,0,0,12,0,True,True,True,2020-03-10 20:38:12+00:00
107,117,15,0,1,3,0,True,True,True,2020-03-10 20:31:46+00:00
108,118,4,0,0,15,0,True,True,True,2020-03-10 20:28:32+00:00
109,119,8,0,0,7,0,True,True,True,2020-03-10 20:29:57+00:00
110,120,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00
111,121,10,0,0,7,0,True,True,True,2020-03-10 20:36:40+00:00
112,122,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00
113,124,7,0,0,8,0,True,True,True,2020-03-10 18:15:45+00:00
114,125,1,0,0,14,0,True,True,True,2020-03-10 20:00:23+00:00
115,126,1,0,0,14,0,True,True,True,2020-03-10 19:06:31+00:00
116,128,0,0,0,19,0,False,False,False,2019-11-07 14:52:43+00:00
117,129,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00
118,130,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00
119,131,11,0,2,5,0,True,True,True,2020-03-10 20:34:24+00:00
120,133,9,0,0,14,0,True,True,True,2020-03-10 20:35:58+00:00
121,134,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00
122,135,2,0,0,15,0,True,True,True,2020-03-10 18:21:48+00:00
123,136,15,0,0,4,0,True,True,True,2020-03-10 20:14:01+00:00
124,137,7,0,0,8,0,True,True,True,2020-03-10 19:16:00+00:00
125,138,14,0,0,1,0,True,True,True,2020-03-10 20:09:04+00:00
126,139,5,0,0,14,0,True,True,True,2020-03-10 20:01:28+00:00
127,140,11,0,0,6,0,True,True,True,2020-03-10 20:09:52+00:00
128,141,11,0,1,3,0,True,True,True,2020-03-10 20:23:04+00:00
129,142,1,0,0,22,0,True,True,True,2020-03-10 20:22:06+00:00
130,143,17,0,1,5,0,True,True,True,2020-03-10 20:33:07+00:00
131,144,14,0,0,5,0,True,True,True,2020-03-10 20:37:36+00:00
132,145,2,0,1,16,0,True,True,True,2020-03-10 20:29:59+00:00
133,146,3,0,0,16,0,True,True,True,2020-03-10 20:05:07+00:00
134,149,8,0,1,9,0,True,True,True,2020-03-10 20:35:59+00:00
135,150,15,0,2,2,0,True,True,True,2020-03-10 19:49:02+00:00
136,151,16,0,0,3,0,True,True,True,2020-03-10 20:32:04+00:00
137,152,13,0,0,2,0,True,True,True,2020-03-10 19:45:27+00:00
138,156,1,0,0,14,0,True,True,True,2020-03-10 16:57:54+00:00
139,157,2,0,1,12,0,True,True,True,2020-03-10 20:36:41+00:00
140,159,0,0,0,15,0,True,True,True,2020-03-10 20:34:54+00:00
141,160,5,0,0,9,0,True,True,True,2020-03-10 20:28:15+00:00
142,161,8,0,0,15,0,True,True,True,2020-03-10 20:24:42+00:00
143,162,3,0,0,12,0,True,True,True,2020-03-10 08:09:30+00:00
144,163,7,0,0,12,0,True,True,True,2020-03-10 20:20:04+00:00
145,167,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00
146,169,1,0,0,18,0,True,True,True,2020-03-10 19:09:47+00:00
147,170,0,0,0,14,0,True,True,True,2020-03-10 08:43:46+00:00
148,171,9,0,0,14,0,True,True,True,2020-03-10 20:35:39+00:00
149,173,12,0,0,2,0,True,True,True,2020-03-10 19:51:16+00:00
150,174,7,0,0,8,0,True,True,True,2020-03-10 20:35:15+00:00
151,175,8,0,1,8,0,True,True,True,2020-03-10 20:20:56+00:00
152,176,0,0,1,14,0,True,True,True,2020-03-10 20:03:19+00:00
153,177,18,0,0,1,0,True,True,True,2020-03-10 20:33:01+00:00
154,178,4,0,1,14,0,True,True,True,2020-03-10 20:32:43+00:00
155,179,11,0,0,14,0,True,True,True,2020-03-10 20:34:37+00:00
156,180,10,0,0,9,0,True,True,True,2020-03-10 20:37:07+00:00
157,181,1,0,0,18,0,True,True,True,2020-03-10 20:29:49+00:00
158,182,1,0,0,18,0,True,True,True,2020-03-10 19:35:58+00:00
159,183,4,0,0,15,0,True,True,True,2020-03-10 19:42:07+00:00
160,184,3,0,0,16,0,True,True,True,2020-03-10 20:35:41+00:00
161,185,2,0,0,13,0,True,True,True,2020-03-10 20:05:43+00:00
162,186,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00
163,187,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00
164,188,7,0,0,8,0,True,True,True,2020-03-10 17:33:45+00:00
165,189,11,0,0,12,0,True,True,True,2020-03-10 20:36:30+00:00
166,191,11,0,0,4,0,True,True,True,2020-03-10 19:05:31+00:00
167,192,15,0,0,4,0,True,True,True,2020-03-10 20:37:09+00:00
168,193,10,0,0,5,0,True,True,True,2020-03-10 20:32:13+00:00
169,194,1,0,1,17,0,True,True,True,2020-03-10 19:33:43+00:00
170,195,2,0,0,21,0,True,True,True,2020-03-10 20:37:38+00:00
171,196,2,0,1,7,0,True,True,True,2020-03-10 18:55:19+00:00
172,197,1,0,0,14,0,True,True,True,2020-03-10 18:15:56+00:00
173,199,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00
174,200,15,0,0,4,0,True,True,True,2020-03-10 20:31:09+00:00
175,201,1,0,0,14,0,True,True,True,2020-03-10 18:51:58+00:00
176,202,1,0,1,13,0,True,True,True,2020-03-10 19:12:02+00:00
177,203,1,0,0,14,0,True,True,True,2020-03-10 08:19:24+00:00
178,204,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00
179,205,0,0,0,15,0,True,True,True,2020-03-10 12:19:28+00:00
180,206,21,0,0,2,0,True,True,True,2020-03-10 20:35:34+00:00
181,208,4,0,0,11,0,True,True,True,2020-03-10 20:35:18+00:00
182,209,0,0,0,15,0,True,True,True,2020-03-10 08:27:58+00:00
183,210,1,0,0,14,0,True,True,True,2020-03-10 08:24:25+00:00
184,211,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00
185,212,14,0,0,19,0,True,True,True,2020-03-10 09:03:45+00:00
186,213,2,0,0,14,0,True,True,True,2020-03-10 16:41:51+00:00
187,214,1,0,0,10,0,True,True,True,2020-03-10 20:19:01+00:00
188,215,4,0,0,11,0,True,True,True,2020-03-10 14:46:27+00:00
189,216,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00
190,217,3,0,1,15,0,True,True,True,2020-03-10 17:45:40+00:00
191,218,9,0,1,5,0,True,True,True,2020-03-10 20:31:52+00:00
192,219,0,0,0,15,0,True,True,True,2020-03-10 08:38:17+00:00
193,221,2,0,0,17,0,True,True,True,2020-03-10 20:18:14+00:00
194,222,11,0,0,3,0,True,True,True,2020-03-10 20:30:45+00:00
195,224,2,0,0,15,0,True,True,True,2020-03-10 18:03:01+00:00
196,225,0,0,1,18,0,True,True,True,2020-03-10 20:12:19+00:00
197,226,0,0,0,15,0,True,True,True,2020-03-10 20:34:18+00:00
198,227,0,0,0,3,0,False,False,False,2020-03-04 18:19:08+00:00
199,228,11,0,1,7,0,True,True,True,2020-03-10 20:26:32+00:00
200,232,1,0,0,10,0,True,True,True,2020-03-10 19:01:31+00:00
201,233,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00
202,234,5,0,0,10,0,True,True,True,2020-03-10 15:47:07+00:00
203,235,4,0,0,11,0,True,True,True,2020-03-10 19:35:33+00:00
204,236,9,0,0,6,0,True,True,True,2020-03-10 19:01:38+00:00
205,239,6,0,0,9,0,True,True,True,2020-03-10 19:55:52+00:00
206,255,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00
207,258,11,0,0,4,0,True,True,True,2020-03-10 12:49:47+00:00
208,259,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00
209,260,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00
210,271,8,0,0,7,0,True,True,True,2020-03-10 15:51:29+00:00
211,272,3,0,0,16,0,True,True,True,2020-03-10 14:36:47+00:00
212,273,6,0,0,34,0,True,True,True,2020-03-10 20:33:01+00:00
213,279,9,0,0,10,0,True,True,True,2020-03-10 19:37:22+00:00
214,280,9,0,0,10,0,True,True,True,2020-03-10 18:55:56+00:00
215,282,1,0,0,14,0,True,True,True,2020-03-10 19:56:23+00:00
216,296,20,0,1,2,0,True,True,True,2020-03-10 18:52:54+00:00
217,318,1,0,2,16,0,True,True,True,2020-03-10 20:35:11+00:00
218,319,21,0,1,3,0,True,True,True,2020-03-10 16:11:03+00:00
219,327,4,0,0,11,0,True,True,True,2020-03-10 20:34:47+00:00
220,328,12,0,0,3,0,True,True,True,2020-03-10 19:52:15+00:00
221,329,8,0,0,7,0,True,True,True,2020-03-10 20:15:03+00:00
222,330,4,0,0,11,0,True,True,True,2020-03-10 20:34:35+00:00
223,331,3,0,0,12,0,True,True,True,2020-03-10 20:19:11+00:00
224,332,6,0,0,9,0,True,True,True,2020-03-10 20:22:45+00:00
225,333,3,0,0,22,0,True,True,True,2020-03-10 20:33:46+00:00
226,334,8,0,2,9,0,True,True,True,2020-03-10 20:22:19+00:00
227,335,2,0,0,17,0,True,True,True,2020-03-10 20:26:35+00:00
228,336,3,0,0,12,0,True,True,True,2020-03-10 08:48:10+00:00
229,337,12,0,0,3,0,True,True,True,2020-03-10 13:01:12+00:00
230,338,5,0,0,10,0,True,True,True,2020-03-10 20:37:46+00:00
231,339,0,0,0,3,0,False,False,False,2019-11-07 18:06:54+00:00
232,340,9,0,0,10,0,True,True,True,2020-03-10 17:42:19+00:00
233,341,7,0,0,8,0,True,True,True,2020-03-10 13:24:28+00:00
234,342,2,0,0,13,0,True,True,True,2020-03-10 20:36:39+00:00
235,343,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00
236,344,3,0,0,16,0,True,True,True,2020-03-10 19:58:34+00:00
237,345,17,0,1,1,0,True,True,True,2020-03-10 20:18:51+00:00
238,346,8,0,1,6,0,True,True,True,2020-03-10 19:29:42+00:00
239,347,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00
240,348,4,0,0,11,0,True,True,True,2020-03-10 08:48:20+00:00
241,349,1,0,0,16,0,True,True,True,2020-03-10 16:56:46+00:00
242,350,7,0,0,10,0,True,True,True,2020-03-10 13:28:45+00:00
243,351,3,0,0,12,0,True,True,True,2020-03-10 12:30:33+00:00
